	Abylopsis_tetragona	Acropora_digitifera	Agalma_elegans	Aiptasia_pallida	Allomyces_macrogynus	Amoebidium_parasiticum	Amphimedon_queenslandica	Aphrocallistes_vastus	Aurelia_aurita	Beroe_abyssicola	Bolinopsis_infundibulum	Bolocera_tuediae	Capitella_teleta	Capsaspora_owczarzaki	Chondrilla_nucula	Coeloplana_astericola	Corticium_candelabrum	Craseoa_lathetica	Crella_elegans	Danio_rerio	Daphnia_pulex	Drosophila_melanogaster	Dryodora_glandiformis	Ephydatia_muelleri	Eunicella_verrucosa	Euplokamis_dunlapae	Hemithiris_psittacea	Homo_sapiens	Hormathia_digitata	Hyalonema_populiferum	Hydra_oligactis	Hydra_viridissima	Hydra_vulgaris	Ircinia_fasciculata	Kirkpatrickia_variolosa	Latrunculia_apicalis	Lithobius_forficatus	Lottia_gigantea	Mertensiidae_sp	Ministeria_vibrans	Mnemiopsis_leidyi	Monosiga_ovata	Mortierella_verticillata	Nanomia_bijuga	Nematostella_vectensis	Oscarella_carmela	Periphylla_periphylla	Petromyzon_marinus	Petrosia_ficiformis	Physalia_physalis	Platygyra_carnosa	Pleurobrachia_atlantica	Pleurobrachia_bachei	Priapulus_caudatus	Pseudospongosorites_suberitoides	Rhizopus_oryzae	Rossella_fibulata	Saccoglossus_kowalevskii	Salpingoeca_rosetta	Sphaeroforma_arctica	Spizellomyces_punctatus	Spongilla_alba	Strongylocentrotus_purpuratus	Sycon_ciliatum	Sycon_coactum	Sympagella_nux	Tethya_wilhelma	Trichoplax_adhaerens	Tubulanus_polymorphus	Vallicula_sp
Abylopsis_tetragona		0.9921875	0.9921875	0	0.9765625	0.9921875	0.9921875	0.9921875	0	0	0	0.9921875	0.9921875	0.9296875	0	0.71875	0	0.9921875	0.6875	0.984375	0.9921875	0.984375	0.9921875	0.9921875	0.9921875	0.9765625	0.9921875	0.984375	0.65625	0.4375	0	0.9921875	0.9921875	0.875	0.9921875	0.84375	0.796875	0.9921875	0.9765625	0	0.4921875	0	0.9921875	0.9921875	0.96875	0.9921875	0	0	0	0.9921875	0.9921875	0.9765625	0.9765625	0.9921875	0.8125	0	0.9921875	0.9921875	0.984375	0.9921875	0.9921875	0.734375	0.9921875	0.984375	0	0.9921875	0	0.984375	0.9921875	0.875
Acropora_digitifera	0.9921875		0.9921875	0	0.9765625	0.9921875	0.9921875	0.9921875	0	0	0	0.9921875	0.9921875	0.9296875	0	0.71875	0	0.9921875	0.6875	0.984375	0.9921875	0.984375	0.9921875	0.9921875	0.9921875	0.9765625	0.9921875	0.984375	0.65625	0.4375	0	0.9921875	0.9921875	0.875	0.9921875	0.84375	0.796875	0.9921875	0.9765625	0	0.4921875	0	0.9921875	0.9921875	0.96875	0.9921875	0	0	0	0.9921875	0.9921875	0.9765625	0.9765625	0.9921875	0.8125	0	0.9921875	0.9921875	0.984375	0.9921875	0.9921875	0.734375	0.9921875	0.984375	0	0.9921875	0	0.984375	0.9921875	0.875
Agalma_elegans	0.9921875	0.9921875		0	0.9765625	0.9921875	0.9921875	0.9921875	0	0	0	0.9921875	0.9921875	0.9296875	0	0.71875	0	0.9921875	0.6875	0.984375	0.9921875	0.984375	0.9921875	0.9921875	0.9921875	0.9765625	0.9921875	0.984375	0.65625	0.4375	0	0.9921875	0.9921875	0.875	0.9921875	0.84375	0.796875	0.9921875	0.9765625	0	0.4921875	0	0.9921875	0.9921875	0.96875	0.9921875	0	0	0	0.9921875	0.9921875	0.9765625	0.9765625	0.9921875	0.8125	0	0.9921875	0.9921875	0.984375	0.9921875	0.9921875	0.734375	0.9921875	0.984375	0	0.9921875	0	0.984375	0.9921875	0.875
Aiptasia_pallida	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allomyces_macrogynus	0.9765625	0.9765625	0.9765625	0		0.9765625	0.9765625	0.9765625	0	0	0	0.9765625	0.9765625	0.9140625	0	0.71875	0	0.9765625	0.671875	0.9765625	0.9765625	0.96875	0.9765625	0.9765625	0.9765625	0.9765625	0.9765625	0.9765625	0.65625	0.4375	0	0.9765625	0.9765625	0.875	0.9765625	0.828125	0.796875	0.9765625	0.9765625	0	0.4921875	0	0.9765625	0.9765625	0.96875	0.9765625	0	0	0	0.9765625	0.9765625	0.9765625	0.9765625	0.9765625	0.796875	0	0.9765625	0.9765625	0.9765625	0.9765625	0.9765625	0.734375	0.9765625	0.9765625	0	0.9765625	0	0.9765625	0.9765625	0.875
Amoebidium_parasiticum	0.9921875	0.9921875	0.9921875	0	0.9765625		0.9921875	0.9921875	0	0	0	0.9921875	0.9921875	0.9296875	0	0.71875	0	0.9921875	0.6875	0.984375	0.9921875	0.984375	0.9921875	0.9921875	0.9921875	0.9765625	0.9921875	0.984375	0.65625	0.4375	0	0.9921875	0.9921875	0.875	0.9921875	0.84375	0.796875	0.9921875	0.9765625	0	0.4921875	0	0.9921875	0.9921875	0.96875	0.9921875	0	0	0	0.9921875	0.9921875	0.9765625	0.9765625	0.9921875	0.8125	0	0.9921875	0.9921875	0.984375	0.9921875	0.9921875	0.734375	0.9921875	0.984375	0	0.9921875	0	0.984375	0.9921875	0.875
Amphimedon_queenslandica	0.9921875	0.9921875	0.9921875	0	0.9765625	0.9921875		0.9921875	0	0	0	0.9921875	0.9921875	0.9296875	0	0.71875	0	0.9921875	0.6875	0.984375	0.9921875	0.984375	0.9921875	0.9921875	0.9921875	0.9765625	0.9921875	0.984375	0.65625	0.4375	0	0.9921875	0.9921875	0.875	0.9921875	0.84375	0.796875	0.9921875	0.9765625	0	0.4921875	0	0.9921875	0.9921875	0.96875	0.9921875	0	0	0	0.9921875	0.9921875	0.9765625	0.9765625	0.9921875	0.8125	0	0.9921875	0.9921875	0.984375	0.9921875	0.9921875	0.734375	0.9921875	0.984375	0	0.9921875	0	0.984375	0.9921875	0.875
Aphrocallistes_vastus	0.9921875	0.9921875	0.9921875	0	0.9765625	0.9921875	0.9921875		0	0	0	0.9921875	0.9921875	0.9296875	0	0.71875	0	0.9921875	0.6875	0.984375	0.9921875	0.984375	0.9921875	0.9921875	0.9921875	0.9765625	0.9921875	0.984375	0.65625	0.4375	0	0.9921875	0.9921875	0.875	0.9921875	0.84375	0.796875	0.9921875	0.9765625	0	0.4921875	0	0.9921875	0.9921875	0.96875	0.9921875	0	0	0	0.9921875	0.9921875	0.9765625	0.9765625	0.9921875	0.8125	0	0.9921875	0.9921875	0.984375	0.9921875	0.9921875	0.734375	0.9921875	0.984375	0	0.9921875	0	0.984375	0.9921875	0.875
Aurelia_aurita	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beroe_abyssicola	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
