	Abylopsis_tetragona	Acropora_digitifera	Agalma_elegans	Aiptasia_pallida	Allomyces_macrogynus	Amoebidium_parasiticum	Amphimedon_queenslandica	Aphrocallistes_vastus	Aurelia_aurita	Beroe_abyssicola	Bolinopsis_infundibulum	Bolocera_tuediae	Capitella_teleta	Capsaspora_owczarzaki	Chondrilla_nucula	Coeloplana_astericola	Corticium_candelabrum	Craseoa_lathetica	Crella_elegans	Danio_rerio	Daphnia_pulex	Drosophila_melanogaster	Dryodora_glandiformis	Ephydatia_muelleri	Eunicella_verrucosa	Euplokamis_dunlapae	Hemithiris_psittacea	Homo_sapiens	Hormathia_digitata	Hyalonema_populiferum	Hydra_oligactis	Hydra_viridissima	Hydra_vulgaris	Ircinia_fasciculata	Kirkpatrickia_variolosa	Latrunculia_apicalis	Lithobius_forficatus	Lottia_gigantea	Mertensiidae_sp	Ministeria_vibrans	Mnemiopsis_leidyi	Monosiga_ovata	Mortierella_verticillata	Nanomia_bijuga	Nematostella_vectensis	Oscarella_carmela	Periphylla_periphylla	Petromyzon_marinus	Petrosia_ficiformis	Physalia_physalis	Platygyra_carnosa	Pleurobrachia_atlantica	Pleurobrachia_bachei	Priapulus_caudatus	Pseudospongosorites_suberitoides	Rhizopus_oryzae	Rossella_fibulata	Saccoglossus_kowalevskii	Salpingoeca_rosetta	Sphaeroforma_arctica	Spizellomyces_punctatus	Spongilla_alba	Strongylocentrotus_purpuratus	Sycon_ciliatum	Sycon_coactum	Sympagella_nux	Tethya_wilhelma	Trichoplax_adhaerens	Tubulanus_polymorphus	Vallicula_sp
Abylopsis_tetragona		0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125
Acropora_digitifera	0.0078125		0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125
Agalma_elegans	0.0078125	0.0078125		0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125
Aiptasia_pallida	0.0078125	0.0078125	0.0078125		0.0078125	0.0390625	0.0078125	0.046875	1	0.4140625	1	0.265625	0.0078125	0.0234375	0.0078125	0.15625	1	0.296875	0.046875	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0078125	0.265625	0.0078125	0.0078125	1	1	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0078125	0.4375	0.0078125	0.0078125	0.0390625	1	1	0.0625	0.0078125	0.0078125	0.0078125	0.21875	1	0.09375	0.234375	0.0078125	0.0078125	0.03125	0.0078125	0.5859375	0.09375	0.0390625	0.0078125	0.015625	1	0.15625	0.0078125	0.0078125	0.0078125	0.0078125	0.046875	0.0078125	0	0.0078125	0.359375
Allomyces_macrogynus	0.0078125	0.0078125	0.0078125	0.0078125		0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125
Amoebidium_parasiticum	0	0	0	0.0390625	0		0	0.015625	0.0390625	0.0390625	0.0390625	0.0390625	0	0	0	0	0.0390625	0.0390625	0.0390625	0	0	0	0.0390625	0	0	0.0390625	0	0	0.0390625	0.0390625	0	0	0	0.0390625	0	0	0	0	0	0.0390625	0.0390625	0.0390625	0.0390625	0	0	0	0.0390625	0.0390625	0.0390625	0	0	0	0	0	0.0390625	0.0390625	0.0078125	0	0.0078125	0.0390625	0.0390625	0	0	0	0	0.015625	0	0	0	0.0390625
Amphimedon_queenslandica	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0		0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.0078125
Aphrocallistes_vastus	0.0078125	0.0078125	0.0078125	0.046875	0.0078125	0.015625	0.0078125		0.046875	0.03125	0.046875	0.0234375	0.0078125	0.0078125	0.0078125	0.015625	0.046875	0.0234375	0.0234375	0.0078125	0.0078125	0.0078125	0.046875	0.0078125	0.0078125	0.0234375	0.0078125	0.0078125	0.046875	0.046875	0.0078125	0.0078125	0.0078125	0.046875	0.0078125	0.0078125	0.0234375	0.0078125	0.0078125	0.015625	0.046875	0.046875	0.015625	0.0078125	0.0078125	0.0078125	0.0234375	0.046875	0.0234375	0.0234375	0.0078125	0.0078125	0	0.0078125	0.0390625	0.0234375	0.0390625	0.0078125	0.015625	0.046875	0.0234375	0.0078125	0.0078125	0.0078125	0.0078125	0.046875	0.0078125	0	0.0078125	0.03125
Aurelia_aurita	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0390625	0.0078125	0.046875		0.4140625	1	0.265625	0.0078125	0.0234375	0.0078125	0.15625	1	0.296875	0.046875	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0078125	0.265625	0.0078125	0.0078125	1	1	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0078125	0.4375	0.0078125	0.0078125	0.0390625	1	1	0.0625	0.0078125	0.0078125	0.0078125	0.21875	1	0.09375	0.234375	0.0078125	0.0078125	0.03125	0.0078125	0.5859375	0.09375	0.0390625	0.0078125	0.015625	1	0.15625	0.0078125	0.0078125	0.0078125	0.0078125	0.046875	0.0078125	0	0.0078125	0.359375
Beroe_abyssicola	0.0078125	0.0078125	0.0078125	0.4140625	0.0078125	0.0390625	0.0078125	0.03125	0.4140625		0.4140625	0.265625	0.0078125	0.0234375	0.0078125	0.15625	0.4140625	0.265625	0.046875	0.0078125	0.0078125	0.0078125	0.4140625	0.0078125	0.0078125	0.265625	0.0078125	0.0078125	0.4140625	0.4140625	0.0078125	0.0078125	0.0078125	0.4140625	0.0078125	0.0078125	0.15625	0.0078125	0.0078125	0.0390625	0.4140625	0.4140625	0.0625	0.0078125	0.0078125	0.0078125	0.21875	0.4140625	0.09375	0.15625	0.0078125	0.0078125	0	0.0078125	0.34375	0.09375	0.0234375	0.0078125	0.015625	0.4140625	0.1015625	0.0078125	0.0078125	0.0078125	0.0078125	0.03125	0.0078125	0	0.0078125	0.34375
Bolinopsis_infundibulum	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0390625	0.0078125	0.046875	1	0.4140625		0.265625	0.0078125	0.0234375	0.0078125	0.15625	1	0.296875	0.046875	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0078125	0.265625	0.0078125	0.0078125	1	1	0.0078125	0.0078125	0.0078125	1	0.0078125	0.0078125	0.4375	0.0078125	0.0078125	0.0390625	1	1	0.0625	0.0078125	0.0078125	0.0078125	0.21875	1	0.09375	0.234375	0.0078125	0.0078125	0.03125	0.0078125	0.5859375	0.09375	0.0390625	0.0078125	0.015625	1	0.15625	0.0078125	0.0078125	0.0078125	0.0078125	0.046875	0.0078125	0	0.0078125	0.359375
Bolocera_tuediae	0.0078125	0.0078125	0.0078125	0.265625	0.0078125	0.0390625	0.0078125	0.0234375	0.265625	0.265625	0.265625		0.0078125	0.0078125	0.0078125	0.0078125	0.265625	0.265625	0.046875	0.0078125	0.0078125	0.0078125	0.265625	0.0078125	0.0078125	0.265625	0.0078125	0.0078125	0.265625	0.265625	0.0078125	0.0078125	0.0078125	0.265625	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0390625	0.265625	0.265625	0.0625	0.0078125	0.0078125	0.0078125	0.21875	0.265625	0.09375	0.0078125	0.0078125	0.0078125	0	0.0078125	0.1953125	0.09375	0.015625	0.0078125	0.015625	0.265625	0.1015625	0.0078125	0.0078125	0.0078125	0.0078125	0.0234375	0.0078125	0	0.0078125	0.1953125
